_id,numero_pedido,usuario_id,restaurante_id,itens[0].prato_id,itens[1].prato_id,itens[2].prato_id,itens[3].prato_id,itens[4].prato_id,itens[0].nome,itens[1].nome,itens[2].nome,itens[3].nome,itens[4].nome,itens[0].quantidade,itens[1].quantidade,itens[2].quantidade,itens[3].quantidade,itens[4].quantidade,itens[0].preco_unitario,itens[1].preco_unitario,itens[2].preco_unitario,itens[3].preco_unitario,itens[4].preco_unitario,itens[0].preco_adicional,itens[1].preco_adicional,itens[2].preco_adicional,itens[3].preco_adicional,itens[4].preco_adicional,itens[0].observacoes,itens[1].observacoes,itens[2].observacoes,itens[3].observacoes,itens[4].observacoes,subtotal,taxa_entrega,desconto,valor_total,forma_pagamento.tipo,forma_pagamento.detalhes.bandeira,forma_pagamento.detalhes.ultimos_digitos,status_pagamento,tipo_pedido,endereco_entrega.rua,endereco_entrega.numero,endereco_entrega.complemento,endereco_entrega.bairro,endereco_entrega.cidade,endereco_entrega.estado,endereco_entrega.cep,endereco_entrega.coordenadas[0],endereco_entrega.coordenadas[1],status_pedido,historico_status[0].status,historico_status[1].status,historico_status[2].status,historico_status[3].status,historico_status[4].status,historico_status[0].data,historico_status[1].data,historico_status[2].data,historico_status[3].data,historico_status[4].data,historico_status[0].observacao,historico_status[1].observacao,historico_status[2].observacao,historico_status[3].observacao,historico_status[4].observacao,data_hora_pedido,data_hora_entrega_estimada,entregador.nome,entregador.telefone,avaliacao_id,cupom_id,observacoes,origem_pedido
683d8d06c709d34c0311e83d,PED-20241114-000014,683d8d05c709d34c0311e343,683d8d05c709d34c0311e48d,683d8d05c709d34c0311e660,683d8d05c709d34c0311e66a,683d8d05c709d34c0311e66d,,,Ergonomic Bamboo Keyboard,Rustic Steel Chips,Tasty Marble Chicken,,,1,1,2,,,49.095974550746185,88.92475050317282,89.42831803964079,,,0,0,0,,,Suscipit trans urbanus sum.,Admitto decet curso cilicium auditor modi coniuratio statim.,Vinculum tabernus apto textor solum.,,,316.88,5.704893009216016,0,322.58,cartao_debito,Visa,3505,recusado,delivery,Lubowitz Points,5448,Casa 4,Fife,Johnnyboro,FL,32998-997,-123.7987,64.9238,entregue,recebido,confirmado,em_preparo,a_caminho,entregue,2024-11-14T12:30:00.451Z,2024-11-14T12:45:52.483Z,2024-11-14T17:09:19.907Z,2024-11-14T22:17:54.857Z,2024-11-14T23:01:04.949Z,Pedido recebido,Confirmado pelo restaurante,Em preparo,Saiu para entrega,Entregue com sucesso,2024-11-14T12:30:00.451Z,2024-11-15T11:22:34.520Z,Annalise,(331) 754-3267 x77754,683d8d06c709d34c0311eec2,,Adnuo umerus conitor beatus advenio cogo cauda cur debilito.,website
683d8d06c709d34c0311e842,PED-20240606-000019,683d8d05c709d34c0311e28c,683d8d05c709d34c0311e4a4,683d8d06c709d34c0311e7f1,683d8d06c709d34c0311e7ec,,,,Oriental Granite Salad,Handcrafted Metal Shirt,,,,3,1,,,,125.93537142228949,133.37956219228408,,,,0,0,,,,Asper aiunt unde consequatur ago.,Degero ascisco vinitor defendo tergeo aro conforto atavus.,,,,511.19,14.457043599212467,0,525.64,cartao_debito,Visa,4133,pendente,delivery,S Pine Street,74397,,Warren County,Cynthiaview,WI,63989-526,-137.6953,-30.2146,a_caminho,recebido,confirmado,em_preparo,a_caminho,,2024-06-06T11:49:26.106Z,2024-06-06T13:12:03.199Z,2024-06-06T15:27:55.573Z,2024-06-06T20:17:42.420Z,,Pedido recebido,Confirmado pelo restaurante,Em preparo,Saiu para entrega,,2024-06-06T11:49:26.106Z,2024-06-06T20:44:09.100Z,Marcella,650.515.3121 x365,,,Cultura cerno timor clementia thymbra adhaero.,telefone
683d8d06c709d34c0311e849,PED-20241224-000026,683d8d05c709d34c0311e461,683d8d05c709d34c0311e47f,683d8d05c709d34c0311e57f,683d8d05c709d34c0311e581,683d8d05c709d34c0311e57c,683d8d05c709d34c0311e56f,,Luxurious Cotton Soap,Modern Gold Gloves,Electronic Wooden Chair,Small Silk Towels,,3,3,2,1,,93.18496581983545,46.92941597740879,145.5661661704782,18.21682322207301,,0,0,0,0,,Nesciunt coaegresco decens quo assentator celebrer antiquus ambitus viridis.,Coma speciosus vapulus crepusculum quia.,Trepide aspicio audentia collum auctor decerno demo carmen.,Quos inventore inflammatio capio tergo enim conqueror anser cunae.,,729.69,9.140616403281951,0,738.83,cartao_credito,Visa,7148,pendente,retirada,Keeling Ranch,84337,,West Yorkshire,East Sharon,CO,21693-118,8.2334,-57.9087,a_caminho,recebido,confirmado,em_preparo,a_caminho,,2024-12-24T09:20:17.216Z,2024-12-24T10:37:13.752Z,2024-12-24T12:09:39.213Z,2024-12-24T19:13:43.284Z,,Pedido recebido,Confirmado pelo restaurante,Em preparo,Saiu para entrega,,2024-12-24T09:20:17.216Z,2024-12-25T00:36:44.954Z,Loma,234-220-5549 x06069,,,Accusamus attero quas compello summopere stipes.,telefone
683d8d06c709d34c0311e856,PED-20250503-000039,683d8d05c709d34c0311e3ca,683d8d05c709d34c0311e496,683d8d05c709d34c0311e717,683d8d05c709d34c0311e718,683d8d05c709d34c0311e716,,,Ergonomic Metal Table,Soft Marble Pants,Handcrafted Silk Fish,,,3,3,1,,,66.01927464562579,127.49955597901554,103.23292361251914,,,0,0,0,,,Deorsum id trans consequatur tego adduco tenetur quam nihil valeo.,Aduro cupiditate ubi aliquid sortitus tego saepe paulatim acer.,Earum vapulus pecco sponte antiquus cur recusandae.,,,683.79,0.6898747571741254,0,684.48,dinheiro,Visa,8500,aprovado,delivery,E 9th Street,119,,Avon,Vinniestad,HI,97166-988,68.1819,85.2652,entregue,recebido,confirmado,em_preparo,a_caminho,entregue,2025-05-03T23:23:00.358Z,2025-05-04T01:12:42.302Z,2025-05-04T01:20:15.372Z,2025-05-04T02:59:30.140Z,2025-05-04T11:19:39.565Z,Pedido recebido,Confirmado pelo restaurante,Em preparo,Saiu para entrega,Entregue com sucesso,2025-05-03T23:23:00.358Z,2025-05-04T19:51:52.776Z,Alexanne,541-808-6725 x07796,683d8d06c709d34c0311ee9b,,Deinde aveho demitto.,telefone
683d8d06c709d34c0311e858,PED-20241017-000041,683d8d05c709d34c0311e34f,683d8d05c709d34c0311e49b,683d8d05c709d34c0311e767,,,,,Gorgeous Plastic Shoes,,,,,2,,,,,128.06086637765793,,,,,0,,,,,Cupiditas cursim incidunt tego acquiro aestivus autus cui autem.,,,,,256.12,13.966433217876695,0,270.09,cartao_credito,Visa,2218,recusado,delivery,Castle Close,49344,,Dyfed,West Rusty,OK,72706-170,21.727,65.7754,entregue,recebido,confirmado,em_preparo,a_caminho,entregue,2024-10-17T14:01:44.783Z,2024-10-17T14:04:49.257Z,2024-10-17T17:30:00.833Z,2024-10-17T23:09:25.898Z,2024-10-17T23:46:01.575Z,Pedido recebido,Confirmado pelo restaurante,Em preparo,Saiu para entrega,Entregue com sucesso,2024-10-17T14:01:44.783Z,2024-10-18T04:58:03.548Z,Kareem,1-558-503-7786,683d8d06c709d34c0311ef03,,Depopulo aequitas verumtamen somnus.,app_mobile
683d8d06c709d34c0311e860,PED-20240605-000049,683d8d05c709d34c0311e29e,683d8d05c709d34c0311e49d,683d8d05c709d34c0311e77b,683d8d05c709d34c0311e783,683d8d05c709d34c0311e782,683d8d05c709d34c0311e780,,Soft Aluminum Cheese,Gorgeous Concrete Keyboard,Generic Steel Mouse,Fresh Wooden Mouse,,2,1,2,3,,75.04419465025701,83.4324639880252,84.97788262664916,57.291577489804624,,0,0,0,0,,Cruentus viduo cohaero corpus armarium nostrum aetas.,Defessus annus vulnus ventosus demulceo arceo video vesica.,Eius talus sol.,Suasoria comis tot aliquam tenuis stultus viridis.,,575.35,14.041029091505665,23.73255736034279,565.66,pix,Visa,7719,aprovado,retirada,Brookside,305,,Greene County,La Habra,MD,97873-952,71.5294,39.0888,entregue,recebido,confirmado,em_preparo,a_caminho,entregue,2024-06-05T23:45:57.174Z,2024-06-06T00:03:45.210Z,2024-06-06T03:02:03.898Z,2024-06-06T03:21:11.667Z,2024-06-06T04:40:29.791Z,Pedido recebido,Confirmado pelo restaurante,Em preparo,Saiu para entrega,Entregue com sucesso,2024-06-05T23:45:57.174Z,2024-06-06T12:08:03.201Z,Sim,1-205-239-2954 x940,683d8d06c709d34c0311ee34,,Ipsa suasoria reprehenderit vivo tremo vaco aranea beneficium.,app_mobile
683d8d06c709d34c0311e864,PED-20240730-000053,683d8d05c709d34c0311e3ba,683d8d05c709d34c0311e4a3,683d8d05c709d34c0311e7da,,,,,Recycled Concrete Pants,,,,,3,,,,,121.81271513516505,,,,,0,,,,,Voluptate blanditiis caput tergum ullus creptio apto cubitum absque abundans.,,,,,365.44,2.1985800537900015,0,367.64,cartao_credito,Visa,6438,recusado,retirada,Lacy Field,9246,Casa 1,Rutland,Dockhaven,LA,16166-867,-18.263,-35.5219,entregue,recebido,confirmado,em_preparo,a_caminho,entregue,2024-07-30T23:11:51.147Z,2024-07-30T23:25:14.170Z,2024-07-31T01:48:15.136Z,2024-07-31T04:30:19.903Z,2024-07-31T13:26:39.475Z,Pedido recebido,Confirmado pelo restaurante,Em preparo,Saiu para entrega,Entregue com sucesso,2024-07-30T23:11:51.147Z,2024-07-31T13:52:00.015Z,Brook,345.832.8277 x20351,,,Amor iure tutis derideo adversus arma fugit peior.,website
683d8d06c709d34c0311e865,PED-20250114-000054,683d8d05c709d34c0311e3c3,683d8d05c709d34c0311e47d,683d8d05c709d34c0311e558,683d8d05c709d34c0311e54d,683d8d05c709d34c0311e54f,683d8d05c709d34c0311e558,,Ergonomic Wooden Chicken,Frozen Silk Car,Generic Concrete Mouse,Ergonomic Wooden Chicken,,2,2,1,2,,101.37386776051937,83.4246308332583,106.24090020362169,101.37386776051937,,0,0,0,0,,Desolo pariatur summisse tempore depopulo vestrum quod sub surculus.,Amplitudo conduco cunabula triduana curatio temeritas corpus.,Adiuvo vapulus ara reprehenderit compello terreo summisse.,Adopto una succurro taceo.,,678.59,13.934526316641895,22.266199908394746,670.25,cartao_credito,Visa,5708,pendente,retirada,Court Street,52191,Apto 169,Nottinghamshire,Zulaufburgh,UT,42257-431,144.1984,41.4242,a_caminho,recebido,confirmado,em_preparo,a_caminho,,2025-01-14T16:57:18.068Z,2025-01-14T17:33:52.473Z,2025-01-14T18:52:30.059Z,2025-01-15T01:59:43.414Z,,Pedido recebido,Confirmado pelo restaurante,Em preparo,Saiu para entrega,,2025-01-14T16:57:18.068Z,2025-01-14T21:30:19.434Z,Eda,405.770.9166 x43549,,,Dapifer ullus eaque depono absconditus somnus fuga.,app_mobile
683d8d06c709d34c0311e866,PED-20250428-000055,683d8d05c709d34c0311e44e,683d8d05c709d34c0311e484,683d8d05c709d34c0311e5cb,683d8d05c709d34c0311e5c7,683d8d05c709d34c0311e5ce,683d8d05c709d34c0311e5ce,683d8d05c709d34c0311e5cc,Awesome Bronze Table,Oriental Gold Soap,Rustic Gold Chips,Rustic Gold Chips,Incredible Granite Towels,1,2,1,2,2,116.8110536322863,31.80245338638145,67.17745268034344,67.17745268034344,6.516388960476747,0,0,0,0,0,Crapula sequi claustrum.,Vero pel vorax utor annus viscus acidus distinctio.,Strues virga vester depromo caute delicate suppono utrimque vox desino.,Coniecto clibanus deleniti thema vita aestas.,Solvo incidunt deprimo auctor patrocinor acsi ver ut.,394.98,4.16679600992546,0,399.15,dinheiro,Visa,4637,aprovado,retirada,The Ridings,56230,Casa 4,Logan County,West Idatown,SC,90245-161,129.3619,-54.3094,a_caminho,recebido,confirmado,em_preparo,a_caminho,,2025-04-28T19:32:16.276Z,2025-04-28T21:03:49.983Z,2025-04-29T01:07:21.244Z,2025-04-29T03:51:19.691Z,,Pedido recebido,Confirmado pelo restaurante,Em preparo,Saiu para entrega,,2025-04-28T19:32:16.276Z,2025-04-29T05:31:35.026Z,Audie,592.208.0205 x50981,,,Cometes cubitum concido somnus credo spargo aequitas.,telefone
683d8d06c709d34c0311e870,PED-20240816-000065,683d8d05c709d34c0311e439,683d8d05c709d34c0311e485,683d8d05c709d34c0311e5dc,,,,,Bespoke Gold Car,,,,,2,,,,,31.02227249510149,,,,,0,,,,,Spectaculum demitto sufficio ipsam cicuta.,,,,,62.04,0.677724517881072,9.692293656087616,53.03,dinheiro,Visa,9993,pendente,delivery,Benedict Field,2853,Apto 141,Norfolk,Stanfordhaven,DE,03117-526,68.6634,49.4192,entregue,recebido,confirmado,em_preparo,a_caminho,entregue,2024-08-16T08:06:57.458Z,2024-08-16T08:50:52.117Z,2024-08-16T11:20:57.908Z,2024-08-16T13:17:23.616Z,2024-08-16T22:40:33.768Z,Pedido recebido,Confirmado pelo restaurante,Em preparo,Saiu para entrega,Entregue com sucesso,2024-08-16T08:06:57.458Z,2024-08-17T01:49:39.926Z,Jerald,497-818-6876,683d8d06c709d34c0311ef47,,Ventito calamitas brevis theca admitto dignissimos autus claudeo adsum.,website
683d8d06c709d34c0311e873,PED-20250529-000068,683d8d05c709d34c0311e2e9,683d8d05c709d34c0311e47a,683d8d05c709d34c0311e50c,,,,,Small Marble Bike,,,,,1,,,,,141.16052776081435,,,,,0,,,,,Celer vulnus adopto.,,,,,141.16,0.6268874599437252,0,141.79,pix,Visa,7526,pendente,retirada,Howe Lake,905,Apto 37,Dumfries and Galloway,North Precious,VA,64100-288,129.1299,-40.4551,entregue,recebido,confirmado,em_preparo,a_caminho,entregue,2025-05-29T06:35:29.318Z,2025-05-29T08:28:26.887Z,2025-05-29T08:57:57.284Z,2025-05-29T12:55:05.683Z,2025-05-29T15:23:37.896Z,Pedido recebido,Confirmado pelo restaurante,Em preparo,Saiu para entrega,Entregue com sucesso,2025-05-29T06:35:29.318Z,2025-05-30T02:28:16.447Z,Alek,1-416-575-2566 x5552,683d8d06c709d34c0311ee53,,Suppono territo tepidus coruscus tolero victus aranea animus adficio.,app_mobile
683d8d06c709d34c0311e877,PED-20250203-000072,683d8d05c709d34c0311e2ec,683d8d05c709d34c0311e47d,683d8d05c709d34c0311e54c,683d8d05c709d34c0311e555,683d8d05c709d34c0311e552,683d8d05c709d34c0311e548,683d8d05c709d34c0311e54c,Fantastic Metal Hat,Elegant Silk Ball,Small Metal Ball,Frozen Ceramic Tuna,Fantastic Metal Hat,1,3,1,3,3,130.19895918585559,110.57458170994315,125.4591617879134,15.430265684850248,130.19895918585559,0,0,0,0,0,Tempore laudantium ater.,Confido vicinus cognomen.,Vulgus quas dens amet vergo sed aliquam officiis eum allatus.,Cena curiositas defluo theatrum calco quos autus solitudo torqueo aestivus.,Aegrus porro textus iste carus beatae amaritudo tres demulceo.,1024.27,13.406915545570577,0,1037.68,cartao_debito,Visa,4606,recusado,delivery,Joel Extension,294,Casa 1,Cleveland,Port Jovanny,NH,19737-738,47.8329,-84.0591,entregue,recebido,confirmado,em_preparo,a_caminho,entregue,2025-02-03T19:50:47.162Z,2025-02-03T20:30:02.206Z,2025-02-03T20:41:05.707Z,2025-02-04T02:59:24.651Z,2025-02-04T05:59:42.556Z,Pedido recebido,Confirmado pelo restaurante,Em preparo,Saiu para entrega,Entregue com sucesso,2025-02-03T19:50:47.162Z,2025-02-04T02:55:40.541Z,Wilmer,628.604.4683 x331,683d8d06c709d34c0311eee2,,Triduana super angelus vulticulus sum.,website
683d8d06c709d34c0311e87a,PED-20250522-000075,683d8d05c709d34c0311e2fc,683d8d05c709d34c0311e48e,683d8d05c709d34c0311e67e,683d8d05c709d34c0311e67b,683d8d05c709d34c0311e670,683d8d05c709d34c0311e681,,Incredible Concrete Hat,Small Rubber Ball,Recycled Concrete Chips,Gorgeous Silk Bacon,,2,3,3,1,,63.40675906614974,65.59004807873427,70.77865780036936,14.003883740004511,,0,0,0,0,,Antea neque vae spiritus vacuus audacia totidem.,Caries temperantia amicitia cernuus voluptas crux supplanto.,Ullus despecto vitium.,Antepono umerus damno ara aegre adipiscor sto.,,549.92,6.8027476093106705,0,556.73,cartao_debito,Visa,3918,pendente,retirada,Mueller Glen,9924,Casa 1,Nottinghamshire,West Lisandrobury,MS,75654-062,-156.0076,63.2066,cancelado,recebido,confirmado,em_preparo,a_caminho,cancelado,2025-05-22T10:46:07.186Z,2025-05-22T13:07:30.989Z,2025-05-22T13:08:02.016Z,2025-05-22T15:09:24.482Z,2025-05-22T15:14:44.743Z,Pedido recebido,Confirmado pelo restaurante,Em preparo,Saiu para entrega,Pedido cancelado,2025-05-22T10:46:07.186Z,2025-05-22T20:39:36.028Z,Jeramie,961-581-2931,,,Curatio adicio clementia sodalitas adulatio clarus cunae desidero cunae.,app_mobile
683d8d06c709d34c0311e882,PED-20250126-000083,683d8d05c709d34c0311e3f9,683d8d05c709d34c0311e4a5,683d8d06c709d34c0311e7f2,,,,,Electronic Rubber Cheese,,,,,2,,,,,130.4270068154894,,,,,0,,,,,Cervus nihil deorsum aestivus.,,,,,260.85,8.062037535737572,0,268.92,dinheiro,Visa,1257,pendente,delivery,Belmont Road,736,Apto 92,Gwent,Hassieborough,MO,36376-140,46.9292,2.3621,entregue,recebido,confirmado,em_preparo,a_caminho,entregue,2025-01-26T04:15:51.473Z,2025-01-26T06:25:45.727Z,2025-01-26T10:11:26.191Z,2025-01-26T13:02:23.898Z,2025-01-26T13:48:56.198Z,Pedido recebido,Confirmado pelo restaurante,Em preparo,Saiu para entrega,Entregue com sucesso,2025-01-26T04:15:51.473Z,2025-01-26T22:08:10.658Z,Marques,621.535.7856 x28786,,,Universe ab vergo.,telefone
683d8d06c709d34c0311e889,PED-20250428-000090,683d8d05c709d34c0311e33a,683d8d05c709d34c0311e485,683d8d05c709d34c0311e5d2,683d8d05c709d34c0311e5da,,,,Gorgeous Cotton Pizza,Fresh Rubber Shoes,,,,1,3,,,,76.34458703135472,41.445472089820846,,,,0,0,,,,Umquam aptus vigor aperte ater cultura celo.,Virga theologus veniam.,,,,200.68,4.06897206301406,0,204.75,cartao_debito,Visa,6799,aprovado,delivery,Blake Islands,618,,County Londonderry,Tucson,AR,84171-749,-159.7181,70.7147,em_preparo,recebido,confirmado,em_preparo,,,2025-04-29T00:04:01.816Z,2025-04-29T00:57:26.862Z,2025-04-29T04:58:52.501Z,,,Pedido recebido,Confirmado pelo restaurante,Em preparo,,,2025-04-29T00:04:01.816Z,2025-04-29T06:29:02.380Z,Ella,(385) 591-7571 x014,,,Supplanto debilito temperantia cerno auctus aliquam depraedor.,website
683d8d06c709d34c0311e88a,PED-20241107-000091,683d8d05c709d34c0311e35c,683d8d05c709d34c0311e4a6,683d8d06c709d34c0311e805,683d8d06c709d34c0311e80a,683d8d06c709d34c0311e803,683d8d06c709d34c0311e804,683d8d06c709d34c0311e800,Incredible Marble Towels,Incredible Granite Gloves,Bespoke Granite Chips,Recycled Rubber Chair,Handmade Wooden Pizza,3,1,1,1,1,134.47323276759536,44.52489980997116,84.89287815001572,38.419368293875024,129.5894316530864,0,0,0,0,0,Timor caste spiritus amo veritatis sufficio velut claudeo ullam.,Vinum vulgo volaticus sequi demoror decerno spes.,Despecto agnitio deporto decens necessitatibus teneo.,Vilitas tamen accusator.,Cui assumenda conculco bos crudelis ipsa ago.,700.85,2.5435241191782527,0,703.39,cartao_credito,Visa,8201,pendente,retirada,Castle Lane,4415,,Henry County,Mentor,MT,67534-631,144.8308,-21.1519,a_caminho,recebido,confirmado,em_preparo,a_caminho,,2024-11-07T11:27:54.475Z,2024-11-07T12:03:45.864Z,2024-11-07T14:56:48.943Z,2024-11-07T17:57:52.502Z,,Pedido recebido,Confirmado pelo restaurante,Em preparo,Saiu para entrega,,2024-11-07T11:27:54.475Z,2024-11-08T01:58:20.650Z,Reece,1-467-778-3500 x772,,,Talus strenuus caterva theca abundans curriculum.,telefone
683d8d06c709d34c0311e88c,PED-20250301-000093,683d8d05c709d34c0311e35d,683d8d05c709d34c0311e499,683d8d05c709d34c0311e741,683d8d05c709d34c0311e743,683d8d05c709d34c0311e74f,683d8d05c709d34c0311e745,683d8d05c709d34c0311e745,Rustic Concrete Keyboard,Small Rubber Pizza,Intelligent Rubber Computer,Refined Rubber Mouse,Refined Rubber Mouse,2,2,2,2,3,116.69401044516805,18.717831643238018,109.31322813616084,29.56464220144562,29.56464220144562,0,0,0,0,0,Deleo creptio magnam.,Cavus viridis demonstro tabula venio quaerat abstergo maxime.,Pax venio verbera textor tribuo.,Arcus suppellex addo atrox amaritudo venia confido brevis.,Pecco suus defleo vociferor suadeo coadunatio stillicidium caute.,637.27,12.51685070035776,0,649.79,pix,Visa,7203,aprovado,delivery,Seamus Port,5095,Casa 3,Cheshire,Blue Springs,HI,77776-186,161.0571,-42.3794,entregue,recebido,confirmado,em_preparo,a_caminho,entregue,2025-03-02T00:20:30.232Z,2025-03-02T02:16:28.666Z,2025-03-02T05:54:11.919Z,2025-03-02T07:04:52.890Z,2025-03-02T08:06:41.293Z,Pedido recebido,Confirmado pelo restaurante,Em preparo,Saiu para entrega,Entregue com sucesso,2025-03-02T00:20:30.232Z,2025-03-02T10:28:47.288Z,Maryam,(458) 369-9123 x8247,683d8d06c709d34c0311ef3b,,Cruentus centum terminatio ullam teres animi cupiditate auxilium dens blandior.,website
683d8d06c709d34c0311e88e,PED-20240923-000095,683d8d05c709d34c0311e2e3,683d8d05c709d34c0311e499,683d8d05c709d34c0311e748,683d8d05c709d34c0311e74e,,,,Electronic Silk Cheese,Sleek Granite Fish,,,,2,1,,,,46.72520769629302,60.362483323339895,,,,0,0,,,,Conitor textor delibero cinis deleniti suspendo tero decumbo subvenio velit.,Claudeo tergum advenio textus utrimque casso.,,,,153.81,7.985161639227168,24.446010924900257,137.35,dinheiro,Visa,5747,pendente,delivery,Cole Field,8919,,Dyfed,Keyonbury,MI,50827-878,35.3832,83.5792,entregue,recebido,confirmado,em_preparo,a_caminho,entregue,2024-09-23T20:15:14.926Z,2024-09-23T21:00:13.242Z,2024-09-24T00:19:19.229Z,2024-09-24T07:02:40.218Z,2024-09-24T11:33:58.065Z,Pedido recebido,Confirmado pelo restaurante,Em preparo,Saiu para entrega,Entregue com sucesso,2024-09-23T20:15:14.926Z,2024-09-23T21:22:36.159Z,Jesus,(449) 677-4847 x646,683d8d06c709d34c0311ee10,,Sublime vigilo administratio ad eaque.,app_mobile
683d8d06c709d34c0311e891,PED-20240909-000098,683d8d05c709d34c0311e285,683d8d05c709d34c0311e48c,683d8d05c709d34c0311e653,683d8d05c709d34c0311e655,683d8d05c709d34c0311e655,683d8d05c709d34c0311e655,683d8d05c709d34c0311e658,Small Granite Car,Handcrafted Plastic Keyboard,Handcrafted Plastic Keyboard,Handcrafted Plastic Keyboard,Oriental Metal Bike,3,3,3,3,1,110.47469155313318,109.8340114495881,109.8340114495881,109.8340114495881,143.88722339083913,0,0,0,0,0,Arca cui tandem succurro ter amiculum accusator repellendus vallum defungo.,Vomer consectetur constans voluptates cinis.,Alveus contra demum suscipit usque velut.,Voveo impedit vestigium ver alioqui arma depulso sodalitas aufero.,Arx vulgo ceno aut sortitus desparatus adflicto aegrotatio.,1463.82,7.682783627175554,0,1471.5,pix,Visa,8816,recusado,retirada,Block Drive,412,,Strathclyde,Madera,HI,23138-131,127.8712,4.5946,entregue,recebido,confirmado,em_preparo,a_caminho,entregue,2024-09-09T10:54:03.251Z,2024-09-09T11:55:57.208Z,2024-09-09T12:46:55.482Z,2024-09-09T16:04:35.627Z,2024-09-09T19:04:26.697Z,Pedido recebido,Confirmado pelo restaurante,Em preparo,Saiu para entrega,Entregue com sucesso,2024-09-09T10:54:03.251Z,2024-09-09T23:07:03.100Z,Gordon,(424) 710-7300 x255,683d8d06c709d34c0311ee2f,,Officia spes debitis ambulo nemo carcer careo ait alienus carus.,app_mobile
683d8d06c709d34c0311e896,PED-20250509-000103,683d8d05c709d34c0311e42b,683d8d05c709d34c0311e486,683d8d05c709d34c0311e5ef,,,,,Oriental Marble Salad,,,,,1,,,,,72.3520372871345,,,,,0,,,,,Tabula tristis suscipit credo ambulo subvenio voluptas curiositas tot audacia.,,,,,72.35,6.680229567884076,20.836627545677366,58.2,cartao_credito,Visa,5572,recusado,retirada,Schaden Alley,856,,Jefferson County,Biankatown,ID,11254-962,-153.4575,65.463,em_preparo,recebido,confirmado,em_preparo,,,2025-05-09T11:49:02.643Z,2025-05-09T14:00:34.098Z,2025-05-09T17:39:01.988Z,,,Pedido recebido,Confirmado pelo restaurante,Em preparo,,,2025-05-09T11:49:02.643Z,2025-05-10T01:01:09.032Z,Neal,812.843.9206,,,Labore defendo cinis urbanus super curia absens.,telefone
683d8d06c709d34c0311e897,PED-20250427-000104,683d8d05c709d34c0311e460,683d8d05c709d34c0311e498,683d8d05c709d34c0311e728,683d8d05c709d34c0311e72e,,,,Elegant Plastic Cheese,Recycled Bamboo Gloves,,,,3,1,,,,128.7158713155805,128.0856444397274,,,,0,0,,,,Suffoco celebrer consuasor torqueo coepi argentum nemo velum.,Occaecati inflammatio tantum suppono approbo adsidue ventus celebrer.,,,,514.23,8.149500079544442,0,522.38,cartao_credito,Visa,9665,recusado,delivery,Gillian Lakes,7137,Apto 64,Essex,Rippinmouth,NM,85494-162,-13.485,-42.0353,entregue,recebido,confirmado,em_preparo,a_caminho,entregue,2025-04-27T07:16:09.040Z,2025-04-27T07:43:32.056Z,2025-04-27T10:27:50.423Z,2025-04-27T15:39:05.373Z,2025-04-28T00:36:00.251Z,Pedido recebido,Confirmado pelo restaurante,Em preparo,Saiu para entrega,Entregue com sucesso,2025-04-27T07:16:09.040Z,2025-04-27T21:11:13.037Z,Bernadette,(805) 685-0494 x7488,683d8d06c709d34c0311ee35,,Campana molestias contigo adinventitias tardus atrox.,telefone
683d8d06c709d34c0311e8a2,PED-20250202-000115,683d8d05c709d34c0311e2ed,683d8d05c709d34c0311e49a,683d8d05c709d34c0311e75b,683d8d05c709d34c0311e751,,,,Luxurious Bronze Mouse,Oriental Rubber Shirt,,,,2,3,,,,117.81793910490249,80.00683134905442,,,,0,0,,,,Somniculosus crur paens.,Triduana comprehendo tardus dolorem verecundia denego vicinus clibanus triduana crepusculum.,,,,475.66,5.865648456112452,18.54408153053388,462.98,dinheiro,Visa,2829,aprovado,retirada,Oran Parkways,831,,Marshall County,Kertzmannport,AR,79966-086,135.0456,-71.7313,entregue,recebido,confirmado,em_preparo,a_caminho,entregue,2025-02-03T02:03:38.813Z,2025-02-03T03:14:34.071Z,2025-02-03T06:26:19.558Z,2025-02-03T12:02:41.902Z,2025-02-03T15:04:17.351Z,Pedido recebido,Confirmado pelo restaurante,Em preparo,Saiu para entrega,Entregue com sucesso,2025-02-03T02:03:38.813Z,2025-02-03T14:08:22.573Z,Alexzander,1-628-950-2249 x9005,683d8d06c709d34c0311ee1a,,Eligendi sursum aiunt volup ut succurro occaecati.,telefone
